Item	Cat	Label	Type	InchWidth	InchHeight	InchDepth	MetricWidth	MetricHeight	MetricDepth	Density	Color	Material	Description	PieceWeight	UnitQty	Price	Q1	D1	Q2	D2	Q3	D3	Q4	D4	Q5	D5	Q6	D6
EA201	NOTA	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Fuse Green	100% Recycled Content	Notables Envelopes	0.01	50	0.135	100	20	150	25	200	30	250	35				
EA001	NOTA	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Fuse Green	100% Recycled Content	Notables Envelopes	0.015	50	0.18	100	25	150	30	200	35						
EA202	NOTA	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Mountain Olive	100% Recycled Content	Notables Envelopes	0.01	50	0.135	100	20	150	25	200	30	250	35				
EA002	NOTA	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Mountain Olive	100% Recycled Content	Notables Envelopes	0.015	50	0.18	100	25	150	30	200	35						
EA204	NOTA	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Sandy Copper	100% Recycled Content	Notables Envelopes	0.01	50	0.135	100	20	150	25	200	30	250	35				
EA004	NOTA	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Sandy Copper	100% Recycled Content	Notables Envelopes	0.015	50	0.18	100	25	150	30	200	35						
EA203	NOTA	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Steel Blue	100% Recycled Content	Notables Envelopes	0.01	50	0.135	100	20	150	25	200	30	250	35				
EA003	NOTA	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Steel Blue	100% Recycled Content	Notables Envelopes	0.015	50	0.18	100	25	150	30	200	35						
E824	STAR	SIZE	A2	5 3/4	4 3/8		146	111		81# Text	Cool Violet	Paper	Stardream Envelopes	0.01	50	0.26	100	10	150	20	200	30	250	39				
E827	STAR	SIZE	A2	5 3/4	4 3/8		146	111		81# Text	Emerald Green	Paper	Stardream Envelopes	0.01	50	0.34	100	10	150	20	200	30	250	36				
E820	STAR	SIZE	A2	5 3/4	4 3/8		146	111		80# Text	Gold Leaf	Paper	Stardream Envelopes	0.01	50	0.23	100	10	150	20	200	30	250	36				
E828	STAR	SIZE	A2	5 3/4	4 3/8		146	111		81# Text	Jupiter Red	Paper	Stardream Envelopes	0.01	50	0.34	100	10	150	20	200	30	250	36				
E826	STAR	SIZE	A2	5 3/4	4 3/8		146	111		81# Text	Midnight Blue	Paper	Stardream Envelopes	0.01	50	0.34	100	10	150	20	200	30	250	36				
E821	STAR	SIZE	A2	5 3/4	4 3/8		146	111		80# Text	Silver	Paper	Stardream Envelopes	0.01	50	0.23	100	10	150	20	200	30	250	36				
E825	STAR	SIZE	A2	5 3/4	4 3/8		146	111		81# Text	Sunrise Gold	Paper	Stardream Envelopes	0.01	50	0.26	100	10	150	20	200	30	250	39				
E822	STAR	SIZE	A2	5 3/4	4 3/8		146	111		80# Text	White	Paper	Stardream Envelopes	0.01	50	0.23	100	10	150	20	200	30	250	36				
E401	FOIL	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	White with Silver Lining	Paper	Foil-lined Envelopes	0.0166	50	0.125	250	36	500	36.5	750	37	1000	37.5				
E400	FOIL	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	White with Gold Lining	Paper	Foil-lined Envelopes	0.016	50	0.125	250	36	500	36.5	750	37	1000	37.5				
E3B0	VELL	FOR	Business Cards	2 1/8	3 5/8		54	92		30# Text	Plain (clear)	Vellum	Translucent Vellum Envelopes	0.003	50	0.205	100	10	150	20	200	30	250	37				
E3C0	VELL	SIZE	#10	4 1/8	9 1/2		105	241		30# Text	Plain (clear)	Vellum	Translucent Vellum Envelopes	0.015	50	0.57	100	10	150	20	200	30	250	37				
E320	VELL	SIZE	A2	5 3/4	4 3/8		146	111		30# Text	Plain (clear)	Vellum	Translucent Vellum Envelopes	0.0104	50	0.23	100	10	150	20	200	30	250	37				
E322	VELL	SIZE	A2	5 3/4	4 3/8		146	111		30# Text	Platinum	Vellum	Translucent Vellum Envelopes	0.011	50	0.419	100	10	150	20	200	30	250	37				
E323	VELL	SIZE	A2	5 3/4	4 3/8		146	111		30# Text	Pastel Blue	Vellum	Translucent Vellum Envelopes	0.0099	50	0.35	100	10	150	20	200	30	250	37				
E324	VELL	SIZE	A2	5 3/4	4 3/8		146	111		30# Text	Pastel Pink	Vellum	Translucent Vellum Envelopes	0.0126	50	0.35	100	10	150	20	200	30	250	37				
E325	VELL	SIZE	A2	5 3/4	4 3/8		146	111		30# Text	Pastel Yellow	Vellum	Translucent Vellum Envelopes	0.0101	50	0.35	100	10	150	20	200	30	250	37				
E310	VELL	SIZE	A6	6 1/2	4 3/4		165	121		30# Text	Plain (clear)	Vellum	Translucent Vellum Envelopes	0.0136	50	0.28	100	10	150	20	200	30	250	37				
E312	VELL	SIZE	A6	6 1/2	4 3/4		165	121		30# Text	Platinum	Vellum	Translucent Vellum Envelopes	0.0135	50	0.60	100	10	150	20	200	30	250	37				
E300	VELL	SIZE	A7	7 1/4	5 1/4		184	133		30# Text	Plain (clear)	Vellum	Translucent Vellum Envelopes	0.0161	50	0.35	100	10	150	20	200	30	250	37				
E302	VELL	SIZE	A7	7 1/4	5 1/4		184	133		30# Text	Platinum	Vellum	Translucent Vellum Envelopes	0.0173	50	0.747	100	10	150	20	200	30	250	37				
B2X2E	BAGA			2	2		51	51		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0007	100	0.025	500	15	1000	20	1500	25	2000	30	2500	35		
B2	BAGA			2 1/2	3 1/2		64	89		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0012	100	0.03	500	15	1000	20	1500	25	2000	30	2500	35		
BM3	BAGA	HOLDS	Bookmark	2 1/2	6		64	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0018	100	0.04	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B2X5	BAGA			2 3/4	5 3/4		70	146		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0025	100	0.04	500	15	1000	20	1500	25	2000	30	2500	35		
BM2	BAGA	HOLDS	Bookmark	2 3/4	8 1/2		70	216		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0028	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B3	BAGA	HOLDS	3" x 5" Cards	3 5/16	5 1/8		84	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0022	100	0.04	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B3X2	BAGA	HOLDS	Business Card	3 5/8	2		92	51		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0012	100	0.03	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B3X5	BAGA	HOLDS	4Bar Envelope & Card	3 13/16	5 3/16		97	132		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0026	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B4B1	BAGA	HOLDS	(6-8) 4Bar Envelopes & Cards	4 1/16	5 3/8		103	137		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.003	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B48	BAGA	HOLDS	#9 Slimline Envelopes & Card	4 1/16	8 15/16		103	227		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.004	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B49S	BAGA	HOLDS	Tri-fold 8.5x11	4 1/8	9 1/2		105	241		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0046	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B4X7	BAGA	HOLDS	Monarch Envelope	4 3/16	7 1/2		106	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0048	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B4B2	BAGA	HOLDS	(8-10) 4Bar Envelopes & Cards	4 1/4	5 3/8		108	137		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.003	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B4X6	BAGA			4 1/4	6 1/8		108	156		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0032	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B49	BAGA	HOLDS	#10 Business Envelope	4 5/16	9 3/4		110	248		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0048	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B54S	BAGA	HOLDS	(12) 4Bar Envelopes & Cards	4 1/2	5 9/16		114	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0032	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B54	BAGA	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 3/4		117	146		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0034	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B4X6XL	BAGA			4 5/8	6 3/8		118	162		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0036	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35		
B5B1	BAGA	HOLDS	(6-8) 5.5Bar or A2 Envelopes & Cards	4 7/8	6		124	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0035	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B65	BAGA	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 9/16		125	167		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0039	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B5B2	BAGA	HOLDS	(8-10) 5.5Bar or A2 Envelopes & Cards	5	6		127	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0035	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B6B2	BAGA	HOLDS	(6-8) 6Bar or A6 Envelopes & Cards or (12) 5.5Bar or A2 Envelopes & Cards	5 1/8	6 3/4		130	171		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0041	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B5X8	BAGA			5 1/8	8		130	230		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0051	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35		
B5X5SM	BAGA	HOLDS	5x5 Square Envelope & Card	5 3/16	5 1/16		132	129		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0034	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B75S	BAGA	HOLDS	5x7 card (card only)	5 1/4	7 1/8		133	181		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0045	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B6B1	BAGA	HOLDS	(8-10) 6Bar or A6 Envelopes & Cards	5 5/16	6 3/4		135	171		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0041	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B510	BAGA			5 7/16	10 3/4		138	273		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0068	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35		
B75	BAGA	HOLDS	A7 or Lee Envelope & Card	5 7/16	7 1/4		138	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0047	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B57	BAGA			5 7/16	7 1/2		138	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.005	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B58	BAGA	HOLDS	A8 Envelope & Card	5 5/8	8 1/4		143	210		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0055	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B45S	BAGA	HOLDS	Quarter Sheets of 8.5x11 Cards	5 11/16	4 1/4		144	108		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0032	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B5X5M	BAGA	HOLDS	5.5x5.5 Square Envelope & Card or (12) 5x5 Square Envelopes & Cards	5 11/16	5 9/16		144	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.004	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B7B1	BAGA	HOLDS	(6-8) Lee or A7 Envelopes & Cards	5 11/16	7 1/2		144	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0047	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B59S	BAGA	HOLDS	Half Sheet of 8.5x11 Cards	5 11/16	8 9/16		144	217		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0059	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B7B2	BAGA	HOLDS	(8-10) Lee or A7 Envelopes & Cards	5 13/16	7 1/2		148	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0047	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B45	BAGA	HOLDS	A2 or 5.5Bar Envelope & Card	5 7/8	4 1/2		149	114		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0035	100	0.05	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B59	BAGA	HOLDS	A9 Envelope & Card or up to (12) A7 or Lee Envelopes & Cards	5 15/16	8 3/4		151	222		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.006	100	0.08	500	30	1000	35	1500	40	2000	45	2500	50		
B64	BAGA			6	4 1/2		153	114		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0039	100	0.06	500	30	1000	35	1500	40	2000	45	2500	50		
B96	BAGA	HOLDS	A10 Envelope & Card	6 3/16	9 9/16		157	243		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0068	100	0.09	500	30	1000	35	1500	40	2000	45	2500	50		
B610	BAGA			6 3/16	10		157	254		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0073	100	0.09	500	30	1000	35	1500	40	2000	45	2500	50		
B612S	BAGA			6 3/16	12 1/16		157	306		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0087	100	0.10	500	30	1000	35	1500	40	2000	45	2500	50		
B46	BAGA			6 1/4	4 1/2		159	114		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0037	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B66	BAGA			6 1/4	6 1/4		159	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0048	100	0.07	500	30	1000	35	1500	40	2000	45	2500	50		
B6X6	BAGA	HOLDS	6 1/4" Square Envelope & Card	6 7/16	6 1/4		164	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0051	100	0.07	500	30	1000	35	1500	40	2000	45	2500	50		
B6H9H	BAGA			6 1/2	9 1/2		165	241		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0072	100	0.08	500	30	1000	35	1500	40	2000	45	2500	50		
B56M	BAGA	HOLDS	A6 or 6Bar Envelope & Card	6 11/16	4 3/4		170	121		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0042	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B6X6M	BAGA	HOLDS	6 1/2" Square Envelope & Card OR (68) 6 1/4" Square Envelopes & Cards	6 11/16	6 9/16		170	167		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0054	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B66XL	BAGA	HOLDS	6 3/4" Square Envelope & Card	6 7/8	6 3/4		175	171		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0059	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B7X7SM	BAGA	HOLDS	(8-10) 6 1/2" Square Envelopes & Cards	7 3/16	7 1/16		183	179		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0063	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B5S	BAGA	HOLDS	(12) A6 or 6Bar Envelopes & Cards	7 1/4	5 1/8		184	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0046	100	0.07	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B5	BAGA	HOLDS	A7 or Lee Envelope & Card	7 7/16	5 1/4		189	133		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0051	100	0.06	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B77	BAGA	HOLDS	7 1/4" Square Envelope & Card	7 7/16	7 1/4		189	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0064	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B7X7M	BAGA	HOLDS	7 1/2" Square Envelope & Card	7 11/16	7 9/16		195	192		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0068	100	0.09	500	30	1000	35	1500	40	2000	45	2500	50		
B108S	BAGA			8 1/4	10 1/8		210	257		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0094	100	0.10	500	30	1000	35	1500	40	2000	45	2500	50		
B85	BAGA	SIZE	Clear Envelopes for Half (or folded) 8 1/2" x 11" Sheets	8 11/16	5 1/2		221	140		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0061	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
B108	BAGA			8 7/16	10 1/4		214	261		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0098	100	0.10	500	30	1000	35	1500	40	2000	45	2500	50		
B811S	BAGA			8 3/4	11 1/16		222	281		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0107	100	0.12	500	30	1000	35	1500	40	2000	45	2500	50		
B811	BAGA			8 15/16	11 1/4		227	286		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0116	100	0.12	500	30	1000	35	1500	40	2000	45	2500	50		
B912	BAGA			9	12		229	305		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0125	100	0.13	500	30	1000	35	1500	40	2000	45	2500	50		
B69	BAGA			9 1/4	6 1/4		235	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0071	100	0.09	500	30	1000	35	1500	40	2000	45	2500	50		
B9SM	BAGA			9 1/4	12 1/4		235	312		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0126	100	0.14	500	30	1000	35	1500	40	2000	45	2500	50		
B11S	BAGA			11 1/4	14 1/8		286	362		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0178	100	0.16	500	30	1000	35	1500	40	2000	45	2500	50		
B11	BAGA			11 7/16	14 1/4		290	362		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0185	100	0.16	500	30	1000	35	1500	40	2000	45	2500	50		
B1212	BAGA			12 1/4	12 1/4		311	311		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.0167	100	0.17	500	30	1000	35	1500	40	2000	45	2500	50		
B1213	BAGA			12 7/16	13		316	330		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with a Flap and an Adhesive Strip	0.018	100	0.19	500	30	1000	35	1500	40	2000	45	2500	50		
B4X6PC	BAGP	HOLDS	4X6's	4 1/4	6 1/8		108	156		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0032	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B49PC	BAGP	HOLDS	#10 Business Envelope	4 5/16	9 3/4		110	248		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.005	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B54SPC	BAGP	HOLDS	(12) 4Bar Envelopes & Cards	4 1/2	5 9/16		114	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0032	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B54PC	BAGP	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 3/4		117	146		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0034	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B5B1PC	BAGP	HOLDS	(6-8) A2 or 5.5Bar Envelopes & Cards	4 7/8	6		124	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0035	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B65PC	BAGP	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 9/16		125	167		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.004	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B75SPC	BAGP			5 1/4	7 1/8		133	181		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0045	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B75PC	BAGP	HOLDS	A7, Lee, or Linwood Envelope & Card	5 7/16	7 1/4		138	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0047	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B45SPC	BAGP	HOLDS	5Bar Envelope & Card	5 11/16	4 1/4		144	108		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0032	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B45PC	BAGP	HOLDS	A2 or 5.5Bar Envelope & Card	5 7/8	4 1/2		149	114		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0035	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B59PC	BAGP	HOLDS	(12) of A7, Lee, or Linwood Envelopes & Cards or an A9 Envelope & Card	5 15/16	8 3/4		151	222		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.006	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B66PC	BAGP	SIZE	6 1/4" Square Clear Envelopes	6 1/4	6 1/4		159	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0048	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B5SPC	BAGP	HOLDS	5X7's	7 1/4	5 1/8		184	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0046	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B5PC	BAGP	HOLDS	A7 Envelope & Card	7 7/16	5 1/4		189	133		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.005	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B9X5PC	BAGP	HOLDS	A9 Envelope & Card	8 15/16	5 3/4		227	146		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0063	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B108SPC	BAGP	HOLDS	8X10	8 1/4	10 1/8		214	260		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.01	100	0.10	500	4										
B811PC	BAGP	HOLDS	8.5X11	8 15/16	11 1/4		227	286		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0112	100	0.12	500	4										
B11PC	BAGP	HOLDS	11X14	11 7/16	14 1/4		290	362		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with Protective Closures (Flap with Adhesive on the Bag)	0.0206	100	0.16												
